Wall time,Step,Value
1696155804.7833357,10,0.03492020443081856
1696155875.3767443,30,0.02525698021054268
1696155910.96136,40,0.02316974475979805
1696155946.2865727,50,0.021943559870123863
1696156052.6875093,80,0.01789415441453457
1696156123.053286,100,0.018388919532299042
1696156158.3082092,110,0.018537312746047974
1696156192.978521,120,0.018984925001859665
1696156297.2519908,150,0.02013355866074562
1696156331.5651367,160,0.020326510071754456
1696156366.1482568,170,0.01939130760729313
1696156400.4787982,180,0.018715692684054375
1696156434.7501905,190,0.018578385934233665
1696156468.2871299,200,0.018163954839110374
1696156502.2430675,210,0.017909923568367958
1696156570.4152505,230,0.01892543025314808
1696156603.8150084,240,0.019430961459875107
1696156671.3469172,260,0.019547829404473305
1696156704.5003521,270,0.019041704013943672
1696156737.678996,280,0.01881502754986286
1696156770.8432665,290,0.018488122150301933
1696156804.1880345,300,0.018427308648824692
1696156837.7314491,310,0.01831870526075363
1696156871.4639397,320,0.018092641606926918
1696156904.6700807,330,0.018047254532575607
1696156937.566233,340,0.017738377675414085
1696156970.6274004,350,0.017705190926790237
1696157037.2223017,370,0.01775599829852581
1696157069.8551993,380,0.018219901248812675
1696157103.4783845,390,0.018562419340014458
1696157136.4386873,400,0.018772222101688385
1696157169.8405378,410,0.019356027245521545
1696157236.413698,430,0.019154639914631844
1696157269.5727243,440,0.01874726265668869
1696157368.9333606,470,0.018402080982923508
1696157401.717939,480,0.018993444740772247
1696157435.009803,490,0.019043385982513428
1696157467.8320904,500,0.01955455169081688
1696157501.0833392,510,0.01963309943675995
1696157533.7272942,520,0.019584933295845985
1696157566.6358106,530,0.018999464809894562
1696157600.0520031,540,0.01939968951046467
1696157632.9262662,550,0.018927907571196556
1696157666.2677603,560,0.019407067447900772
1696157732.262768,580,0.01977481134235859
1696157765.1124687,590,0.019546624273061752
1696157831.1470718,610,0.01828393153846264
1696157864.0094259,620,0.01858624629676342
1696157897.1148946,630,0.018846580758690834
1696157930.4970038,640,0.018989715725183487
1696157996.6953049,660,0.019020872190594673
1696158029.6640487,670,0.018228750675916672
1696158062.347448,680,0.01853301003575325
1696158095.5018668,690,0.018605966120958328
1696158162.12659,710,0.018702775239944458
1696158195.0043852,720,0.01846449077129364
1696158228.6074789,730,0.018090350553393364
1696158261.9040215,740,0.017887985333800316
1696158327.9459004,760,0.018285701051354408
1696158361.2247334,770,0.018588967621326447
1696158394.8705938,780,0.018178267404437065
1696158428.1488163,790,0.018233634531497955
1696158461.612379,800,0.018069935962557793
1696158494.3879554,810,0.017772171646356583
1696158527.1403515,820,0.017455315217375755
1696158560.2809236,830,0.017994418740272522
1696158593.1080081,840,0.01768513210117817
1696158626.8110838,850,0.017749598249793053
1696158660.0718315,860,0.018261760473251343
1696158693.6404424,870,0.018757624551653862
1696158727.087121,880,0.018469221889972687
1696158760.3614638,890,0.018686292693018913
1696158793.6953886,900,0.018781358376145363
1696158827.4301271,910,0.018301311880350113
1696158894.6332593,930,0.01853240467607975
1696158961.3630672,950,0.018189119175076485
1696158994.806929,960,0.018162736669182777
1696159028.5897791,970,0.017873233184218407
1696159129.4897027,1000,0.018570424988865852
1696159163.2549486,1010,0.018611734732985497
1696159196.392339,1020,0.018632911145687103
1696159264.2267582,1040,0.019440270960330963
1696159298.1406388,1050,0.019665447995066643
1696159365.8000789,1070,0.01978999376296997
1696159399.3734884,1080,0.019357671961188316
1696159432.9023101,1090,0.0188685804605484
1696159466.636343,1100,0.018209218978881836
1696159500.423145,1110,0.018392426893115044
1696159533.7991755,1120,0.01826382800936699
1696159567.43691,1130,0.01891641691327095
1696159635.3436203,1150,0.018910210579633713
1696159668.867141,1160,0.01855280064046383
1696159702.7203956,1170,0.018739381805062294
1696159736.6135662,1180,0.01773066632449627
1696159770.3969245,1190,0.018148355185985565
1696159803.8542068,1200,0.018129529431462288
1696159837.7179086,1210,0.01767633482813835
1696159871.5025897,1220,0.01745229959487915
1696159905.5073106,1230,0.017641806975007057
1696159939.4510956,1240,0.017041049897670746
1696160007.351669,1260,0.01794864982366562
1696160041.5584798,1270,0.01817963644862175
1696160075.4802582,1280,0.01787148229777813
1696160109.5570438,1290,0.017827456817030907
1696160143.2612908,1300,0.01740804687142372
1696160177.392259,1310,0.016564954072237015
1696160211.1016371,1320,0.015875045210123062
1696160244.7454166,1330,0.01604863442480564
1696160312.827789,1350,0.016918910667300224
1696160380.8132749,1370,0.017818056046962738
1696160414.9914296,1380,0.01769617758691311
1696160449.1177099,1390,0.017565209418535233
1696160482.611936,1400,0.017260629683732986
1696160516.517243,1410,0.017101479694247246
1696160550.0591865,1420,0.016960816457867622
1696160617.7388356,1440,0.016831163316965103
1696160651.6090734,1450,0.01720871590077877
1696160685.8104923,1460,0.01713312789797783
1696160720.014119,1470,0.01721055433154106
1696160753.7977188,1480,0.017054453492164612
1696160787.6832159,1490,0.017122462391853333
1696160855.4832773,1510,0.017301300540566444
1696160923.3763006,1530,0.01720036193728447
1696160957.6163101,1540,0.017737772315740585
1696160991.4246233,1550,0.017095236107707024
1696161059.2224314,1570,0.01705271191895008
1696161093.0650578,1580,0.017255883663892746
1696161126.782811,1590,0.01666863262653351
1696161160.838229,1600,0.01761389710009098
1696161194.5969586,1610,0.017317837104201317
1696161228.6277008,1620,0.018137259408831596
1696161262.438536,1630,0.018070489168167114
1696161296.6990209,1640,0.018573978915810585
1696161331.0202403,1650,0.018207352608442307
1696161365.169012,1660,0.018397962674498558
1696161399.2045312,1670,0.017729615792632103
1696161467.006037,1690,0.017186364158988
1696161500.8295898,1700,0.016958219930529594
1696161534.6533294,1710,0.01715206727385521
1696161568.5786204,1720,0.016956981271505356
1696161602.6888375,1730,0.01695956662297249
1696161636.8406715,1740,0.017103884369134903
1696161670.7047095,1750,0.016802139580249786
1696161704.448684,1760,0.017010653391480446
1696161738.8937645,1770,0.017368577420711517
1696161772.5349898,1780,0.017236147075891495
1696161806.043421,1790,0.017070088535547256
1696161874.1426926,1810,0.01710948348045349
1696161908.397391,1820,0.016839364543557167
1696161942.4352703,1830,0.016993334516882896
1696161976.787503,1840,0.01730453036725521
1696162010.7323425,1850,0.016919007524847984
1696162044.4445183,1860,0.017338212579488754
1696162078.3340096,1870,0.017775004729628563
1696162180.4087727,1900,0.01853405125439167
1696162214.844716,1910,0.01829136721789837
1696162248.8979833,1920,0.017883287742733955
1696162282.7277088,1930,0.017691345885396004
1696162317.008276,1940,0.01736539788544178
1696162385.0764275,1960,0.0176992267370224
1696162453.655685,1980,0.017243346199393272
1696162488.136687,1990,0.01711031049489975
1696162522.2193596,2000,0.01671600714325905
1696162556.4467118,2010,0.016407903283834457
1696162625.064997,2030,0.016060732305049896
1696162659.4700172,2040,0.016232825815677643
1696162693.742829,2050,0.015916291624307632
1696162728.1352608,2060,0.015209103003144264
1696162762.4182198,2070,0.015230268239974976
1696162797.0311873,2080,0.015637898817658424
1696162831.049796,2090,0.01543225534260273
1696162865.5020175,2100,0.01572168432176113
1696162899.7655964,2110,0.015927942469716072
1696162934.3794823,2120,0.015702810138463974
1696163002.418084,2140,0.016436060890555382
1696163036.733114,2150,0.016604317352175713
1696163070.72534,2160,0.016913216561079025
1696163104.8234992,2170,0.017369624227285385
1696163173.1858056,2190,0.017147717997431755
1696163207.5566661,2200,0.016907906159758568
1696163242.244812,2210,0.016761459410190582
1696163276.4219813,2220,0.016732769086956978
1696163311.0998766,2230,0.016832729801535606
1696163344.9149296,2240,0.016800222918391228
1696163379.7098808,2250,0.016977187246084213
1696163414.6195679,2260,0.017230214551091194
1696163449.1005864,2270,0.01753459870815277
1696163551.5234792,2300,0.017823513597249985
1696163585.2676778,2310,0.017557425424456596
1696163619.419924,2320,0.017053736373782158
1696163653.6570802,2330,0.016626499593257904
1696163687.7858462,2340,0.016606301069259644
1696163722.0568643,2350,0.016295051202178
1696163756.504726,2360,0.01652059145271778
1696163790.6111732,2370,0.016899943351745605
1696163824.7813728,2380,0.01685960218310356
1696163859.059215,2390,0.016985613852739334
1696163893.7368314,2400,0.017042433843016624
1696163962.5374699,2420,0.016118545085191727
1696163997.0499837,2430,0.015932273119688034
1696164031.1068413,2440,0.01593693532049656
1696164065.4272127,2450,0.01548570767045021
1696164099.8841026,2460,0.01590740494430065
1696164133.820853,2470,0.016214175149798393
1696164168.0408258,2480,0.016534946858882904
1696164202.6705751,2490,0.01665375754237175
1696164237.5773168,2500,0.01692795939743519
1696164341.322919,2530,0.01624777354300022
1696164375.772051,2540,0.01641511544585228
1696164410.1908615,2550,0.016658753156661987
1696164444.1412315,2560,0.016873564571142197
1696164512.681831,2580,0.016504226252436638
1696164546.9644258,2590,0.016131184995174408
1696164580.9537911,2600,0.01572195068001747
1696164615.0615559,2610,0.01557846274226904
1696164683.1461635,2630,0.01604648120701313
1696164717.1992543,2640,0.015949461609125137
1696164786.5343463,2660,0.01654074713587761
1696164855.311915,2680,0.01608344353735447
1696164889.5466652,2690,0.016504714265465736
1696164958.2853389,2710,0.01625727117061615
1696164992.5927284,2720,0.016516845673322678
1696165061.0297937,2740,0.016563186421990395
1696165095.870751,2750,0.016612116247415543
1696165130.3394604,2760,0.016932249069213867
1696165164.425183,2770,0.016820406541228294
1696165233.2924697,2790,0.016208544373512268
1696165267.5734782,2800,0.016061758622527122
1696165301.5443609,2810,0.01617792621254921
1696165335.8222024,2820,0.015904823318123817
1696165369.8009913,2830,0.016126468777656555
1696165404.288227,2840,0.015861256048083305
1696165438.3799114,2850,0.015903159976005554
1696165472.7661545,2860,0.01570555567741394
1696165506.7957745,2870,0.015977628529071808
1696165540.842781,2880,0.01567702367901802
1696165575.1859515,2890,0.015652427449822426
1696165609.4999967,2900,0.015385160222649574
1696165643.8187203,2910,0.015164109878242016
1696165677.7523868,2920,0.015424622222781181
1696165815.4699495,2960,0.015517747029662132
1696165849.4281483,2970,0.015409179963171482
1696165883.571116,2980,0.01602327637374401
1696165917.947832,2990,0.01584162935614586
1696165952.382004,3000,0.015560558997094631
1696165986.4548914,3010,0.015888988971710205
1696166020.7100415,3020,0.01560702733695507
1696166055.4459467,3030,0.015666300430893898
1696166089.4006982,3040,0.0159970261156559
1696166123.6260672,3050,0.016019292175769806
1696166157.6950593,3060,0.016246743500232697
1696166192.12132,3070,0.016429618000984192
1696166226.2805657,3080,0.016776418313384056
1696166260.5085094,3090,0.016732115298509598
1696166294.7985132,3100,0.01664566807448864
1696166508.1031165,3124,0.01589994877576828
1696166542.5432982,3134,0.01535827573388815
1696166577.4035687,3144,0.015561559237539768
1696166611.9778633,3154,0.015971120446920395
1696166646.1289692,3164,0.015870099887251854
1696166680.7218618,3174,0.015799736604094505
1696166749.2267785,3194,0.01591172255575657
1696166783.6819541,3204,0.015590651892125607
1696166818.2570832,3214,0.01579676941037178
1696166852.6068826,3224,0.01523967832326889
1696166887.2419548,3234,0.015227758325636387
1696166956.3838198,3254,0.014935193583369255
1696166990.8626266,3264,0.01494783628731966
1696167059.6032648,3284,0.015078723430633545
1696167128.3544219,3304,0.015101534314453602
1696167162.7883303,3314,0.015189764089882374
1696167197.3234081,3324,0.015591037459671497
1696167231.4977856,3334,0.015339710749685764
1696167265.6958518,3344,0.015246552415192127
1696167299.753376,3354,0.015378352254629135
1696167334.103453,3364,0.01529895793646574
1696167368.4236233,3374,0.014912661164999008
1696167402.5448308,3384,0.015174142085015774
1696167436.6837478,3394,0.015314443036913872
1696167504.8202713,3414,0.01515159197151661
1696167539.2262957,3424,0.015197896398603916
1696167573.7383602,3434,0.015034199692308903
1696167608.3402443,3444,0.01495835930109024
1696167642.9453511,3454,0.015136883594095707
1696167678.1037872,3464,0.014729423448443413
1696167712.897078,3474,0.014842524193227291
1696167747.463368,3484,0.015042779967188835
1696167782.5337756,3494,0.015047510154545307
1696167817.798423,3504,0.014963350258767605
1696167852.9611104,3514,0.015592680312693119
1696167923.1827755,3534,0.015695741400122643
1696167958.5182996,3544,0.01572367176413536
1696167993.6447966,3554,0.015723999589681625
1696168028.6742394,3564,0.015362360514700413
1696168098.6775844,3584,0.015363059937953949
1696168134.0137553,3594,0.015281988307833672
1696168204.2884252,3614,0.01567171886563301
1696168239.5114436,3624,0.015441951341927052
1696168274.433152,3634,0.014881536364555359
1696168309.2481663,3644,0.01491986308246851
1696168344.4293134,3654,0.014753486029803753
1696168379.6184235,3664,0.01491281297057867
1696168414.3109598,3674,0.015116261318325996
1696168449.6743894,3684,0.01577235758304596
1696168484.9240248,3694,0.016322707757353783
1696168520.0585,3704,0.01608218066394329
1696168660.199287,3744,0.015721941366791725
1696168695.0545197,3754,0.015984484925866127
1696168729.7275822,3764,0.01564829796552658
1696168799.6162405,3784,0.01532707829028368
1696168834.1521394,3794,0.015469653531908989
1696168938.944109,3824,0.015122344717383385
1696168974.3340802,3834,0.014955245889723301
1696169044.8565483,3854,0.01515671331435442
1696169079.6342385,3864,0.014808902516961098
1696169114.6428127,3874,0.01504979096353054
1696169219.3937054,3904,0.01509325671941042
1696169254.4705439,3914,0.015678688883781433
1696169289.5999997,3924,0.015266502276062965
1696169325.0861816,3934,0.015156975947320461
1696169359.8695598,3944,0.015443648211658001
1696169394.9986992,3954,0.015808673575520515
1696169430.1622205,3964,0.01587296649813652
1696169465.3970532,3974,0.01624983921647072
1696169500.6020532,3984,0.01674717850983143
1696169535.4085279,3994,0.016719503328204155
1696169570.6134553,4004,0.016047459095716476
1696169605.712128,4014,0.015747318044304848
1696169640.9584043,4024,0.015401432290673256
1696169676.0762463,4034,0.015137124806642532
1696169710.9757442,4044,0.014774828217923641
1696169746.3081064,4054,0.014829154126346111
1696169780.9167035,4064,0.01458590105175972
1696169815.7376347,4074,0.014776993542909622
1696169850.7529116,4084,0.014846397563815117
1696169885.6470666,4094,0.015108544379472733
1696169920.3248177,4104,0.015066651627421379
1696169955.4549642,4114,0.014959294348955154
1696170025.355377,4134,0.014715403318405151
1696170060.1751423,4144,0.014462078921496868
1696170095.394601,4154,0.01498868316411972
1696170130.0739536,4164,0.015133042819797993
1696170234.6359599,4194,0.014647720381617546
1696170269.798104,4204,0.014481227844953537
1696170304.8577754,4214,0.014465561136603355
1696170339.2377934,4224,0.014469885267317295
1696170373.96821,4234,0.014870095066726208
1696170409.1406863,4244,0.015346180647611618
1696170444.2228441,4254,0.015132802538573742
1696170479.4323494,4264,0.014811637811362743
1696170514.6899817,4274,0.014652382582426071
1696170549.656044,4284,0.014624185860157013
1696170619.923094,4304,0.015073912218213081
1696170655.4383593,4314,0.015405622310936451
1696170690.2918625,4324,0.015476574189960957
1696170795.3573534,4354,0.015041586011648178
1696170830.5085034,4364,0.014857333153486252
1696170865.789941,4374,0.015012796968221664
1696170901.0611596,4384,0.015317573212087154
1696170935.897331,4394,0.015677519142627716
1696170970.9977324,4404,0.015209458768367767
1696171006.238577,4414,0.01507707592099905
1696171040.9606223,4424,0.01519899070262909
1696171111.652673,4444,0.015013283118605614
1696171146.381642,4454,0.01519558671861887
1696171181.322674,4464,0.015579954721033573
