Wall time,Step,Value
1696155804.7833226,10,0.25196772813796997
1696155875.3767304,30,0.13238093256950378
1696155910.9613473,40,0.11397460848093033
1696155946.28656,50,0.10283226519823074
1696156052.6874967,80,0.06097990274429321
1696156123.0532727,100,0.0612943060696125
1696156158.3081963,110,0.06082113832235336
1696156192.978508,120,0.05909818783402443
1696156297.2519784,150,0.05926872789859772
1696156331.5651233,160,0.05932457745075226
1696156366.1482437,170,0.058470726013183594
1696156400.478785,180,0.056999292224645615
1696156434.7501776,190,0.05571908876299858
1696156468.2871168,200,0.05490011349320412
1696156502.2430546,210,0.053746871650218964
1696156570.415237,230,0.053697552531957626
1696156603.814996,240,0.0536438524723053
1696156671.346904,260,0.05376535654067993
1696156704.500339,270,0.05392227694392204
1696156737.6789818,280,0.0532534085214138
1696156770.8432539,290,0.05262209102511406
1696156804.1880217,300,0.05226975679397583
1696156837.7314363,310,0.050981827080249786
1696156871.4639273,320,0.04849139228463173
1696156904.670068,330,0.048013802617788315
1696156937.5662198,340,0.04690786823630333
1696156970.627388,350,0.045907169580459595
1696157037.2222884,370,0.045969586819410324
1696157069.8551867,380,0.04535415396094322
1696157103.4783711,390,0.045861877501010895
1696157136.438674,400,0.04604152590036392
1696157169.840525,410,0.048500072211027145
1696157236.413685,430,0.04987869784235954
1696157269.5727112,440,0.049415286630392075
1696157368.9333477,470,0.04465365782380104
1696157401.717926,480,0.0466432087123394
1696157435.0097895,490,0.046139907091856
1696157467.8320773,500,0.04717634990811348
1696157501.0833266,510,0.047530874609947205
1696157533.7272816,520,0.045883551239967346
1696157566.6357977,530,0.043314725160598755
1696157600.0519903,540,0.043748024851083755
1696157632.9262533,550,0.04370583966374397
1696157666.2677479,560,0.04418903961777687
1696157732.2627547,580,0.04500782862305641
1696157765.1124558,590,0.044287871569395065
1696157831.1470585,610,0.03996487334370613
1696157864.0094128,620,0.0405239462852478
1696157897.114882,630,0.04040443152189255
1696157930.496986,640,0.041220858693122864
1696157996.6952922,660,0.04189690575003624
1696158029.6640358,670,0.04033737629652023
1696158062.3474352,680,0.04068266972899437
1696158095.5018537,690,0.04006648063659668
1696158162.1265771,710,0.0395045131444931
1696158195.0043716,720,0.03981698676943779
1696158228.607466,730,0.03894006833434105
1696158261.9040089,740,0.038463786244392395
1696158327.9458876,760,0.039730578660964966
1696158361.2247198,770,0.04000547155737877
1696158394.870581,780,0.04037449508905411
1696158428.148803,790,0.04056975245475769
1696158461.612367,800,0.040269240736961365
1696158494.387942,810,0.04113899916410446
1696158527.1403384,820,0.03983357176184654
1696158560.2809105,830,0.0401838943362236
1696158593.1079955,840,0.03902512416243553
1696158626.8110712,850,0.038180265575647354
1696158660.0718186,860,0.039084292948246
1696158693.6404297,870,0.03964509069919586
1696158727.0871081,880,0.038642823696136475
1696158760.3614511,890,0.039658788591623306
1696158793.6953757,900,0.039676424115896225
1696158827.4301143,910,0.038057196885347366
1696158894.6332462,930,0.038107555359601974
1696158961.3630545,950,0.037310805171728134
1696158994.8069167,960,0.03726084902882576
1696159028.5897665,970,0.03660501167178154
1696159129.4896898,1000,0.03599504753947258
1696159163.254936,1010,0.03585445508360863
1696159196.3923266,1020,0.03773966804146767
1696159264.2267458,1040,0.040009237825870514
1696159298.1406264,1050,0.04019148275256157
1696159365.800066,1070,0.03908195719122887
1696159399.3734758,1080,0.038766562938690186
1696159432.9022973,1090,0.03795745596289635
1696159466.63633,1100,0.036766644567251205
1696159500.4231322,1110,0.036605942994356155
1696159533.7991624,1120,0.03668808937072754
1696159567.4368973,1130,0.036762867122888565
1696159635.3436077,1150,0.03545697405934334
1696159668.867128,1160,0.035298023372888565
1696159702.7203825,1170,0.03456801548600197
1696159736.6135538,1180,0.03281209617853165
1696159770.3969116,1190,0.0333879217505455
1696159803.854194,1200,0.03452526032924652
1696159837.7178962,1210,0.03374933451414108
1696159871.502576,1220,0.033911172300577164
1696159905.5072975,1230,0.03376573696732521
1696159939.451083,1240,0.032331280410289764
1696160007.3516567,1260,0.03379186987876892
1696160041.5584671,1270,0.03346864879131317
1696160075.4802458,1280,0.033891815692186356
1696160109.5570314,1290,0.0340837724506855
1696160143.261278,1300,0.03262647986412048
1696160177.392246,1310,0.03220127522945404
1696160211.1016247,1320,0.031118860468268394
1696160244.7454038,1330,0.030886827036738396
1696160312.8277764,1350,0.03210204467177391
1696160380.813262,1370,0.03195517510175705
1696160414.991417,1380,0.03171146288514137
1696160449.117697,1390,0.030907126143574715
1696160482.6119235,1400,0.031123628839850426
1696160516.5172298,1410,0.031671904027462006
